time_s,C_surface,b_equivalent,driving_gap,effective_flux_m_s,elasticity_to_b_at_fixed_state
6379,1.2840807255646716,0.048489666666666667,1.2355910588980048,9.8847284711840379e-07,-0.0392441061445633
6380,1.2840154847917054,0.048493333333333333,1.2355221514583721,9.8841772116669751e-07,-0.039249262569751017
6381,1.2839502423217668,0.048496999999999998,1.2354532423217668,9.8836259385741342e-07,-0.039254419624056666
6382,1.283884997979853,0.048500666666666664,1.2353843313131863,9.8830746505054902e-07,-0.039259577313168224
6383,1.2838197516047851,0.04850433333333333,1.2353154182714519,9.8825233461716136e-07,-0.039264735642338469
6384,1.2837545030477229,0.048508000000000003,1.2352465030477229,9.8819720243817833e-07,-0.039269894616431822
6385,1.2836892521706258,0.048511666666666668,1.2351775855039591,9.8814206840316719e-07,-0.03927505423997283
6386,1.2836239988452023,0.048515333333333334,1.235108665511869,9.8808693240949526e-07,-0.039280214517179349
6387,1.2835587429518058,0.048519,1.2350397429518059,9.8803179436144466e-07,-0.039285375451997361
6388,1.2834934843789572,0.048522666666666665,1.2349708177122904,9.8797665416983235e-07,-0.039290537048115845
6389,1.2834282230219689,0.048526333333333331,1.2349018896886357,9.8792151175090857e-07,-0.039295699309010376
6390,1.2833629587831366,0.048530000000000004,1.2348329587831366,9.8786636702650913e-07,-0.03930086223793685
6391,1.2832976915707413,0.048533666666666669,1.2347640249040746,9.8781121992325959e-07,-0.039306025837962937
6392,1.2832324212984609,0.048537333333333335,1.2346950879651275,9.8775607037210198e-07,-0.039311190111986756
6393,1.2831671478851414,0.048541000000000001,1.2346261478851415,9.8770091830811314e-07,-0.039316355062743918
6394,1.2831018712542095,0.048544666666666667,1.2345572045875428,9.8764576367003415e-07,-0.039321520692826149
6395,1.2830365913333115,0.048548333333333332,1.2344882579999781,9.875906063999824e-07,-0.039326687004692593
6396,1.2829713080542413,0.048551999999999998,1.2344193080542414,9.8753544644339307e-07,-0.039331854000672017
6397,1.2829060213521395,0.048555666666666671,1.2343503546854728,9.8748028374837819e-07,-0.039337021682988242
6398,1.282840731165918,0.048559333333333336,1.2342813978325846,9.8742511826606757e-07,-0.039342190053746416
6399,1.2827754374373352,0.048563000000000002,1.2342124374373353,9.8736994994986826e-07,-0.039347359114962482
6400,1.2827101401113961,0.048566666666666668,1.2341434734447294,9.8731477875578345e-07,-0.039352528868550313
6401,1.2826448391357168,0.048570333333333333,1.2340745058023834,9.8725960464190661e-07,-0.039357699316341817
6402,1.2825795344606059,0.048573999999999999,1.234005534460606,9.872044275684848e-07,-0.039362870460084361
6403,1.2825142260387541,0.048577666666666665,1.2339365593720875,9.8714924749766983e-07,-0.03936804230145053
6404,1.2824489138251389,0.048581333333333337,1.2338675804918056,9.8709406439344437e-07,-0.039373214842041128
