parameter,location,time_s,C_base,C_minus20,C_plus20,C_secant_elasticity,T_base,T_minus20,T_plus20,T_rise_secant_elasticity_blank_if_rise_lt_0.05K
hT,rdr_mean,2154,2.2375916337877046,2.2383993161197084,2.236923176869053,-0.0016492500556910298,35.464311042754865,34.64308874352607,36.12248114100217,0.49548859533126294
hT,rdr_mean,2155,2.2374662764831506,2.238274748718287,2.2367971957388395,-0.0016509220663762738,35.4689934714695,34.647441871614404,36.12738365862873,0.4953618558737178
hT,rdr_mean,2156,2.2373409293100224,2.2381501917149658,2.236671224570586,-0.0016525947442841053,35.47367558313768,34.651794913891756,36.13228564890747,0.4952351485379027
hT,rdr_mean,2157,2.23721559226362,2.238025645104802,2.2365452633597735,-0.001654268089034,35.47835737761565,34.656147870157454,36.137187111738385,0.4951084732905392
hT,rdr_mean,2158,2.2370902653392304,2.237901108882867,2.2364193121018965,-0.001655942100246347,35.48303885476056,34.66050074021027,36.1420880470335,0.49498183010257935
hT,rdr_mean,2159,2.23696494853216,2.23777658304422,2.236293370792447,-0.0016576167775295204,35.48772001444675,34.66485352385956,36.14698845468574,0.494855218933987
hT,rdr_mean,2160,2.23683964183771,2.2376520675839444,2.236167439426926,-0.0016592921205101703,35.49240085653726,34.66920622093354,36.15188833463723,0.49472863975571363
hT,rdr_mean,2161,2.2367143452906797,2.2375275625379256,2.2360415180402735,-0.0016609681303078757,35.497082655082764,34.6735598559917,36.15678920890716,0.49460217432373077
hT,rdr_mean,2162,2.2365890589238786,2.237403067936554,2.235915606665171,-0.001662644804427116,35.501766633353576,34.67791541598305,36.16169253285357,0.494475897941661
hT,rdr_mean,2163,2.236463782729906,2.2372785837738625,2.235789705294014,-0.001664322144791452,35.50645274387685,34.68227286662071,36.16659824418136,0.4943498041639716
hT,rdr_mean,2164,2.2363385167014806,2.2371541100427454,2.235663813919334,-0.001666000151901974,35.51114095272658,34.68663218330067,36.171506298431375,0.49422388837999776
hT,rdr_mean,2165,2.2362132608314034,2.2370296467361652,2.2355379325337412,-0.0016676788262464219,35.515831232397275,34.69099334605747,36.176416659479834,0.4940981467955909
hT,rdr_mean,2166,2.2360880151125238,2.2369051938471367,2.235412061129911,-0.0016693581682992063,35.52052355925616,34.695356337744585,36.18132929633168,0.493972576137396
hT,rdr_mean,2167,2.235962779537742,2.23678075136871,2.2352861997005635,-0.0016710381785238866,35.525217912474744,34.69972114327949,36.186244181694015,0.4938471734985501
hT,rdr_mean,2168,2.235837554099988,2.2366563192939686,2.2351603482384648,-0.0016727188573702027,35.52991427331748,34.704087749078155,36.19116129095134,0.4937219362319585
hT,rdr_mean,2169,2.2357123387922244,2.2365318976160258,2.2350345067364135,-0.0016744002052844985,35.53461262463534,34.708456142707426,36.19608060161752,0.49359686191633767
hT,rdr_mean,2170,2.235587133607451,2.2364074863280208,2.2349086751872447,-0.0016760822227017695,35.539312950608895,34.71282631271328,36.201002092983856,0.49347194831273855
hT,rdr_mean,2171,2.2354619385386827,2.236283085423113,2.23478285358382,-0.0016777649100496517,35.5440152365533,34.71719824845892,36.20592574579346,0.49334719332257904
hT,rdr_mean,2172,2.2353367535789683,2.236158694894483,2.234657041919031,-0.001679448267747411,35.54871946871304,34.72157193998019,36.210851542002644,0.4932225949695942
hT,rdr_mean,2173,2.2352115787213704,2.236034314735334,2.234531240185798,-0.0016811322962049615,35.55342563412504,34.725947377886456,36.2157794646191,0.49309815138771024
hT,rdr_mean,2174,2.235086413958982,2.2359099449388844,2.234405448377065,-0.0016828169958253356,35.55813372052431,34.73032455329303,36.22070949757374,0.49297386080691236
hT,rdr_mean,2175,2.2349612592849097,2.2357855854983706,2.2342796664857962,-0.0016845023670076736,35.56284371626009,34.73470345775697,36.225641625634545,0.4928497215511874
hT,rdr_mean,2176,2.234836114692285,2.2356612364070503,2.234153894504981,-0.0016861884101477124,35.56755561026524,34.73908408326649,36.2305758343185,0.49272573201471787
hT,rdr_mean,2177,2.234710980174249,2.2355368976581853,2.2340281324276297,-0.0016878751256214,35.57226939197173,34.743466422164104,36.235512109764706,0.4926018906506739
hT,rdr_mean,2178,2.234585855723972,2.2354125692450664,2.2339023802467723,-0.0016895625138161764,35.57698505123711,34.74785046709622,36.240450438697984,0.492478195980492
hT,rdr_mean,2179,2.234460741334632,2.235288251160991,2.233776637955459,-0.0016912505751041623,35.5817025783215,34.75223621101682,36.24539080838044,0.49235464657800776
hT,rdr_mean,2180,2.2343356369994267,2.2351639433992787,2.233650905546759,-0.0016929393098610267,35.5864219638776,34.756623647145354,36.25033320655292,0.49223124106456
hT,rdr_mean,2181,2.234210542711571,2.235039645953247,2.233525183013759,-0.0016946287184396553,35.59114319887699,34.76101276894003,36.255277621456955,0.4921079781296919
hT,rdr_mean,2182,2.234085458464296,2.234915358816244,2.2333994703495677,-0.0016963188012044312,35.59586627460314,34.765403570071214,36.26022404169017,0.4919848564925722
hT,rdr_mean,2183,2.233960384250844,2.2347910819816157,2.233273767547308,-0.0016980095585004322,35.60059118267529,34.76979604447852,36.26517245630482,0.4918618749140349
hT,rdr_mean,2184,2.2338353200644767,2.234666815442737,2.2331480746001158,-0.001699700990690692,35.605317914942596,34.774190186227585,36.270122854652165,0.49173903219924453
hT,rdr_mean,2185,2.2337102658984658,2.2345425591929846,2.233022391501154,-0.0017013930981099894,35.610046463534715,34.77858598964252,36.27507522642396,0.4916163271644291
hT,rdr_mean,2186,2.2335852217460967,2.2344183132257456,2.2328967182435893,-0.0017030858811006263,35.614776820802525,34.78298344913868,36.28002956164676,0.4914937586937376
hT,rdr_mean,2187,2.233460187600676,2.2342940775344236,2.2327710548206143,-0.001704779339995026,35.61950897930189,34.78738255935663,36.28498585059853,0.4913713256687814
hT,rdr_mean,2188,2.233335163455515,2.2341698521124345,2.232645401225431,-0.001706473475128666,35.62424293182902,34.79178331502816,36.28994408385685,0.49124902702611273
hT,rdr_mean,2189,2.23321014930394,2.2340456369532027,2.2325197574512576,-0.0017081682868276455,35.62897867133185,34.796185711069064,36.29490425224636,0.4911268617151783
hT,rdr_mean,2190,2.2330851451392935,2.2339214320501646,2.2323941234913285,-0.0017098637754146453,35.633716190982625,34.8005897424961,36.29986634686819,0.4910048287304425
hT,rdr_mean,2191,2.2329601509549315,2.2337972373967685,2.232268499338896,-0.0017115599412049522,35.638455484082385,34.80499540446459,36.3048303589995,0.49088292707222864
hT,rdr_mean,2192,2.232835166744215,2.233673052986469,2.232142884987217,-0.001713256784515911,35.64319654417531,34.80940269224296,36.309796280208914,0.4907611557854562
hT,rdr_mean,2193,2.2327101925005226,2.2335488788127376,2.2320172804295706,-0.0017149543056589585,35.64793936485748,34.813811601248155,36.31476410217783,0.49063951390181054
hT,rdr_mean,2194,2.232585228217246,2.2334247148690554,2.231891685659248,-0.0017166525049431079,35.65268393998299,34.81822212693206,36.31973381687829,0.4905180005217764
hT,rdr_mean,2195,2.2324602738877886,2.2333005611489063,2.2317661006695513,-0.0017183513826684814,35.65743026347129,34.82263426493661,36.324705416372446,0.4903966147107005
hT,rdr_mean,2196,2.2323353295055566,2.2331764176457933,2.2316405254537974,-0.0017200509391392482,35.662178329395594,34.82704801092725,36.32967889298737,0.49027535560460106
hT,rdr_mean,2197,2.232210395063984,2.2330522843532257,2.2315149600053186,-0.0017217511746501753,35.66692813197827,34.831463360692496,36.33465423913979,0.4901542223206641
hT,rdr_mean,2198,2.2320854705564996,2.23292816126472,2.231389404317458,-0.001723452089492123,35.671679665511924,34.835880310120196,36.33963144748046,0.4900332140171279
hT,rdr_mean,2199,2.231960555976554,2.232804048373808,2.2312638583835684,-0.0017251536839609752,35.676432924470824,34.84029885513409,36.344610510727364,0.4899123298524024
hT,rdr_mean,2200,2.2318356513176063,2.232679945674027,2.2311383221970162,-0.0017268559583462119,35.68118790337296,34.844718991799745,36.34959142184709,0.48979156901842086
hT,rdr_mean,2201,2.231710756573123,2.232555853158927,2.231012795751193,-0.0017285589129204578,35.68594459690776,34.84914071619928,36.35457417390533,0.489670930724546
hT,rdr_mean,2202,2.231585871736586,2.232431770822061,2.23088727903948,-0.0017302625479733054,35.690702999801964,34.85356402453584,36.35955876005875,0.4895504141694494
hT,rdr_mean,2203,2.2314609968014816,2.232307698656998,2.230761772055292,-0.0017319668637745082,35.69546310693567,34.85798891305647,36.364545173697756,0.489430018605209
hT,rdr_mean,2204,2.2313361317613154,2.232183636657311,2.2306362747920394,-0.0017336718606018283,35.700224913299564,34.86241537807144,36.369533408228456,0.48930974326281496
hT,rdr_mean,2205,2.2312112766095975,2.23205958481659,2.2305107872431527,-0.001735377538731595,35.70498841387546,34.86684341600031,36.37452345723783,0.4891895873984794
hT,rdr_mean,2206,2.2310864313398486,2.2319355431284236,2.2303853094020725,-0.0017370838984262595,35.70975360384784,34.871273023285895,36.379515314446714,0.4890695502927859
hT,rdr_mean,2207,2.2309615959456037,2.2318115115864168,2.230259841262251,-0.0017387909399533,35.71452047845743,34.875704196419775,36.3845089735988,0.48894963121567814
hT,rdr_mean,2208,2.230836770420397,2.2316874901841794,2.230134382817153,-0.0017404986635727905,35.719289032943955,34.880136932010316,36.38950442864545,0.4888298294679538
hT,rdr_mean,2209,2.2307119547577905,2.2315634789153336,2.230008934060254,-0.0017422070695458387,35.724059262733086,34.88457122667609,36.39450167359561,0.48871014435525295
hT,rdr_mean,2210,2.2305871489513387,2.2314394777735083,2.2298834949850344,-0.001743916158135112,35.72883116328686,34.88900707707249,36.39950070253954,0.4885905751965854
hT,rdr_mean,2211,2.2304623529946115,2.2313154867523375,2.2297580655849933,-0.001745625929589389,35.73360473009135,34.89344447996731,36.404501509694946,0.488471121315567
hT,rdr_mean,2212,2.230337566881197,2.23119150584547,2.229632645853642,-0.0017473363841594817,35.738379958780804,34.89788343213771,36.40950408937684,0.4883517820561005
hT,rdr_mean,2213,2.2302127906046794,2.2310675350465567,2.2295072357844954,-0.0017490475220957667,35.74315684502352,34.90232393039368,36.41450843597581,0.4882325567749559
hT,rdr_mean,2214,2.230088024158661,2.2309435743492605,2.229381835371084,-0.0017507593436426878,35.74793538453008,34.90676597164178,36.41951454397225,0.4881134448252163
hT,rdr_mean,2215,2.2299632675367516,2.2308196237472564,2.2292564446069463,-0.0017524718490507154,35.752715573108134,34.91120955280726,36.42452240793519,0.4879944455776141
hT,rdr_mean,2216,2.2298385207325673,2.2306956832342206,2.229131063485635,-0.0017541850385554346,35.757497406622214,34.91565467084247,36.429532022512845,0.4878755584172181
hT,rdr_mean,2217,2.229713783739739,2.2305717528038373,2.2290056920007073,-0.0017558989123969545,35.76228088099665,34.92010132276944,36.43454338242808,0.48775678272807893
hT,rdr_mean,2218,2.229589056551902,2.230447832449804,2.2288803301457363,-0.0017576134708114537,35.76706599220756,34.92454950564407,36.43955648248403,0.4876381179070423
hT,rdr_mean,2219,2.2294643391627025,2.230323922165822,2.228754977914303,-0.001759328714031171,35.77185273628922,34.92899921656719,36.44457131756657,0.48751956336057956
hT,rdr_mean,2220,2.229339631565796,2.2302000219456057,2.228629635299998,-0.0017610446422923762,35.77664110933081,34.93345045267578,36.44958788262579,0.4874011185018153
hT,rdr_mean,2221,2.229214933662488,2.2300761316904247,2.2285043022041515,-0.0017627612556977358,35.78142907830659,34.93790157948858,36.45460374883566,0.4872826553079455
hT,rdr_mean,2222,2.229090245357427,2.2299522513044763,2.228378978531848,-0.0017644785534196912,35.786214690942,34.94235102117556,36.45961659340448,0.4871640561086808
hT,rdr_mean,2223,2.228965566648881,2.229828380785457,2.2282536642819157,-0.00176619653428364,35.79099801879355,34.94679882958423,36.46462651044544,0.48704533013610224
hT,rdr_mean,2224,2.2288408975348304,2.2297045201307664,2.2281283594528714,-0.001767915197130373,35.79577911188149,34.95124504087332,36.4696335658412,0.48692648392696186
hT,rdr_mean,2225,2.2287162380131122,2.229580669337685,2.2280030640431012,-0.0017696345408134777,35.800558010290146,34.95568968392917,36.47463781243451,0.48680752277645006
hT,rdr_mean,2226,2.2285915880814793,2.229456828403404,2.2278777780508783,-0.001771354564212743,35.80533474785614,34.96013278314321,36.47963929485506,0.48668845116771225
hT,rdr_mean,2227,2.2284669477376085,2.229332997325054,2.227752501474401,-0.0017730752662246964,35.81010935409867,34.96457435972669,36.48463805209399,0.48656927305684483
hT,rdr_mean,2228,2.2283423169791305,2.229209176099716,2.2276272343118144,-0.0017747966457486333,35.814881855329446,34.969014432565395,36.48963411888723,0.48644999197423344
hT,rdr_mean,2229,2.228217695803632,2.2290853647244377,2.227501976561206,-0.0017765187017115315,35.8196522752926,34.973453018718274,36.49462752659921,0.4863306111089243
hT,rdr_mean,2230,2.2280930842086506,2.2289615631962247,2.22737672822063,-0.0017782414330296927,35.82442063566983,34.97789013371479,36.49961830393657,0.48621113341112976
hT,rdr_mean,2231,2.227968482191705,2.228837771512064,2.2272514892880904,-0.0017799648386555593,35.829186956476065,34.9823257918661,36.50460647739353,0.48609156161108236
hT,rdr_mean,2232,2.2278438897502837,2.228713989668915,2.227126259761569,-0.0017816889175348743,35.83395125631095,34.986760006459654,36.50959207154532,0.48597189823554515
hT,rdr_mean,2233,2.227719306881842,2.2285902176637165,2.22700103963901,-0.0017834136686311038,35.8387135525009,34.99119278990373,36.51457510933643,0.4858521456453374
hT,rdr_mean,2234,2.2275947335838207,2.228466455493388,2.226875828918332,-0.0017851390909164554,35.843473861301725,34.99562415379828,36.51955561232473,0.48573230607844853
hT,rdr_mean,2235,2.227470169853631,2.2283427031548286,2.226750627597434,-0.0017868651833609264,35.848232198046794,35.00005410906459,36.524533600844585,0.4856123816518172
hT,rdr_mean,2236,2.2273456156886775,2.2282189606449294,2.226625435674186,-0.0017885919449582067,35.852988577245966,35.004482666032004,36.529509094148935,0.4854923743731446
hT,rdr_mean,2237,2.2272210710863423,2.22809522796056,2.2265002531464413,-0.001790319374695787,35.8577430126721,35.008909834497075,36.534482110473526,0.48537228613743666
hT,rdr_mean,2238,2.2270965360439834,2.227971505098585,2.226375080012029,-0.0017920474715833758,35.86249551741124,35.01333562377608,36.53945266718146,0.48525211875346747
hT,rdr_mean,2239,2.2269720105589546,2.22784779205585,2.226249916268764,-0.001793776234624471,35.86724610396267,35.01776004275265,36.54442078085521,0.4851318739519272
hT,rdr_mean,2240,2.2268474946285948,2.2277240888291945,2.226124761914445,-0.0017955056628343171,35.871994784221826,35.02218309988355,36.5493864673248,0.48501155339377616
hT,rdr_mean,2241,2.2267229882502213,2.2276003954154464,2.22599961694685,-0.0017972357552369206,35.87674156963152,35.026604803296806,36.55434974179015,0.4848911586688031
hT,rdr_mean,2242,2.22659849142115,2.2274767118114247,2.225874481363742,-0.001798966510864041,35.88148647117822,35.03102516074231,36.55931061884286,0.48477069131861406
hT,rdr_mean,2243,2.226474004138682,2.2273530380139395,2.225749355162876,-0.0018006979287457277,35.88622949939977,35.035444179695304,36.564269112532585,0.48465015282450324
hT,rdr_mean,2244,2.226349526400105,2.2272293740197933,2.225624238341986,-0.0018024300079272741,35.8909706644605,35.03986186736097,36.56922523632067,0.4845295445868516
hT,rdr_mean,2245,2.2262250582027,2.2271057198257793,2.225499130898801,-0.0018041627474487717,35.89570997616899,35.04427823064612,36.57417900324678,0.4844088679859834
hT,rdr_mean,2246,2.226100599543738,2.2269820754286855,2.225374032831031,-0.0018058961463645572,35.900447443946014,35.04869327624341,36.57913042587854,0.4842881243415763
hT,rdr_mean,2247,2.225976150420478,2.226858440825295,2.2252489441363767,-0.0018076302037357418,35.905183076940915,35.05310701062739,36.584079516359424,0.4841673149220961
hT,rdr_mean,2248,2.225851710830173,2.2267348160123825,2.2251238648125287,-0.0018093649186237213,35.909916883978156,35.0575194400021,36.58902628649467,0.484046440991907
hT,rdr_mean,2249,2.225727280770069,2.2266112009867163,2.224998794857162,-0.0018111002900996556,35.91464887361913,35.06193057044059,36.59397074766104,0.48392550373491694
hT,rdr_mean,2250,2.2256028602374034,2.2264875957450583,2.2248737342679537,-0.0018128363172265137,35.919379054183764,35.06634040775288,36.598912910943135,0.4838045043381913
hT,rdr_mean,2251,2.225478449229403,2.226364000284167,2.2247486830425562,-0.0018145729990895045,35.92410743370963,35.07074895765034,36.60385278709864,0.48368344393161083
hT,rdr_mean,2252,2.225354047743295,2.2262404146008015,2.2246236411786238,-0.0018163103347726265,35.928834020054275,35.07515622561024,36.60879038653897,0.4835623236183689
hT,rdr_mean,2253,2.225229655776292,2.2261168386917047,2.224498608673795,-0.001818048323359677,35.933558820808145,35.07956221701615,36.613725719424345,0.4834411444660852
hT,rdr_mean,2254,2.2251052733256045,2.225993272553626,2.224373585525703,-0.0018197869639467155,35.93828184341159,35.083966937051486,36.61865879561861,0.48331990751904524
hT,rdr_mean,2255,2.2249809003884393,2.225869716183298,2.224248571731974,-0.0018215262556196155,35.943003095020174,35.08837039080423,36.6235896247363,0.48319861378833084
hT,rdr_mean,2256,2.2248565369619895,2.2257461695774654,2.224123567290223,-0.0018232661974894983,35.947722582718306,35.092772583189166,36.628518216162355,0.4830772642695614
hT,rdr_mean,2257,2.2247321830434523,2.225622632732859,2.223998572198059,-0.0018250067886577933,35.9524403132944,35.097173519045796,36.63344457902476,0.4829558599172134
hT,rdr_mean,2258,2.224607838630012,2.2254991056462083,2.223873586453085,-0.0018267480282327193,35.95715629346044,35.10157320303384,36.638368722267415,0.482834401687129
hT,rdr_mean,2259,2.224483503718851,2.2253755883142383,2.2237486100528936,-0.0018284899153272797,35.96187052973049,35.1059716397166,36.64329065457794,0.4827128904950233
hT,rdr_mean,2260,2.2243591783071457,2.2252520807336746,2.2236236429950726,-0.001830232449061264,35.96658302846415,35.11036883358705,36.648210384497325,0.48259132724018927
hT,rdr_mean,2261,2.224234862392071,2.2251285829012324,2.2234986852772063,-0.0018319756285462738,35.971293795913695,35.11476478895279,36.65312792033444,0.48246971281194595
hT,rdr_mean,2262,2.224110555970792,2.2250050948136346,2.2233737368968667,-0.001833719452916174,35.97600283813484,35.11915951012343,36.65804327021829,0.4823480480527025
hT,rdr_mean,2263,2.2239862590404758,2.2248816164675924,2.223248797851621,-0.001835463921296639,35.98071016111421,35.123553001231606,36.66295644211637,0.4822263338122033
hT,rdr_mean,2264,2.2238619715982795,2.2247581478598195,2.223123868139038,-0.001837209032814647,35.985415770672276,35.12794526634575,36.6678674438198,0.48210457091340997
hT,rdr_mean,2265,2.2237376936413584,2.224634688987025,2.2229989477566683,-0.0018389547866124517,35.99011967250553,35.13233630948068,36.672776282968606,0.4819827601546045
hT,rdr_mean,2266,2.2236134251668656,2.224511239845918,2.2228740367020667,-0.0018407011818256187,35.99482187220849,35.13672613450583,36.6776829670484,0.4818609023358063
hT,rdr_mean,2267,2.2234891661719476,2.2243878004331994,2.222749134972779,-0.0018424482175930133,35.99952237526091,35.14111474526985,36.6825875033821,0.48173899821799454
hT,rdr_mean,2268,2.223364916653749,2.2242643707455803,2.2226242425663427,-0.0018441958930722772,36.00422118703104,35.14550214551231,36.687489899172185,0.481617048563795
hT,rdr_mean,2269,2.223240676609414,2.224140950779756,2.222499359480299,-0.0018459442073998846,36.008918312793625,35.1498883389024,36.692390161467515,0.4814950541139517
hT,rdr_mean,2270,2.22311644603608,2.22401754053243,2.2223744857121774,-0.0018476931597330873,36.01361375771897,35.154273329034496,36.697288297189694,0.4813730155976498
hT,rdr_mean,2271,2.2229922249308762,2.2238941400002976,2.222249621259501,-0.0018494427492294502,36.01830752687368,35.158657119443454,36.70218431313873,0.4812509337294943
hT,rdr_mean,2272,2.2228680132909404,2.223770749180054,2.222124766119796,-0.001851192975039841,36.022999625248126,35.163039713595,36.707078215981966,0.48112880920744644
hT,rdr_mean,2273,2.222743811113399,2.2236473680684,2.221999920290576,-0.001852943836337417,36.02769005773188,35.16742111488899,36.711970012278655,0.4810066427209757
hT,rdr_mean,2274,2.2226196183953792,2.2235239966620224,2.2218750837693557,-0.0018546953322776596,36.032378829128525,35.171801326670945,36.716859708469954,0.48088443494349004
hT,rdr_mean,2275,2.2224954351340007,2.2234006349576196,2.221750256553643,-0.0018564474620363421,36.03706594416679,35.17618035222494,36.72174731088751,0.480762186536594
hT,rdr_mean,2276,2.2223712613263893,2.2232772829518805,2.2216254386409413,-0.0018582002247830472,36.041751407486,35.18055819476718,36.72663282576145,0.4806398981554695
hT,rdr_mean,2277,2.2222470969696584,2.223153940641492,2.2215006300287525,-0.001859953619687673,36.04643522365334,35.18493485747406,36.73151625920405,0.48051757043406296
hT,rdr_mean,2278,2.2221229420609268,2.223030608023146,2.221375830714574,-0.001861707645929415,36.05111739716256,35.189310343464996,36.736397617250056,0.48039520400307956
hT,rdr_mean,2279,2.221998796597307,2.2229072850935303,2.221251040695897,-0.0018634623026907802,36.05579793243125,35.19368465579963,36.74127690583621,0.4802727994846548
hT,rdr_mean,2280,2.22187466057591,2.222783971849331,2.221126259970213,-0.0018652175891510894,36.06047683381012,35.19805779749243,36.74615413081089,0.48015035749029294
hT,rdr_mean,2281,2.221750533794248,2.222660668087753,2.221001488335301,-0.0018669735049175469,36.06515635200179,35.202431577971275,36.7510319811542,0.48002801669138045
hT,rdr_mean,2282,2.221626416049069,2.22253737360576,2.2208767255876674,-0.0018687300507594178,36.06983864856654,35.206807741923576,36.75591302876357,0.4799059046599298
hT,rdr_mean,2283,2.2215023073352604,2.222414088398574,2.220751971721857,-0.0018704872275268189,36.07452364448634,35.21118623194473,36.76079716991255,0.4797840114772487
hT,rdr_mean,2284,2.221378207647255,2.222290812460922,2.2206272267319838,-0.0018722450359999689,36.07921128448283,35.215567007906884,36.76568433199108,0.47966233011550224
hT,rdr_mean,2285,2.2212541169792956,2.222167545787341,2.2205024906119837,-0.0018740034769429304,36.08390152422272,35.21995003768579,36.770574456785376,0.4795408548871084
hT,rdr_mean,2286,2.221130035325525,2.2220442883722455,2.220377763355713,-0.0018757625510750376,36.08859432628,35.2243352941257,36.77546749513143,0.4794195809666425
hT,rdr_mean,2287,2.221005962680024,2.2219210402099803,2.2202530449569626,-0.0018775222591083435,36.09328965795602,35.228722753576875,36.78036340406066,0.47929850408803165
hT,rdr_mean,2288,2.2208818990368218,2.2217978012948327,2.220128335409496,-0.0018792826017231122,36.097987490102255,35.23311239492047,36.78526214532917,0.47917762045996404
hT,rdr_mean,2289,2.2207578443899165,2.2216745716210515,2.2200036347070458,-0.0018810435795902918,36.10268779642368,35.237504199099604,36.79016368438969,0.47905692663346533
hT,rdr_mean,2290,2.2206337987332874,2.2215513511828604,2.2198789428433328,-0.0018828051933660016,36.10739055284816,35.241898148711364,36.79506798961494,0.4789364194247258
hT,rdr_mean,2291,2.2205097620608942,2.221428139974452,2.219754259812069,-0.0018845674436815273,36.11209573714967,35.246294227680714,36.79997503182448,0.4788160958914174
hT,rdr_mean,2292,2.2203857343666855,2.221304937990009,2.2196295856069552,-0.0018863303311708098,36.11680332869936,35.2506924210757,36.80488478396492,0.47869595330526166
hT,rdr_mean,2293,2.2202617156446025,2.2211817452236957,2.219504920221693,-0.0018880938564439396,36.121513308243465,35.255092714949846,36.809797220753644,0.47857598910345567
hT,rdr_mean,2294,2.2201377058885745,2.2210585616696665,2.2193802636499824,-0.0018898580201046563,36.12622565769542,35.25949509622501,36.81471231843524,0.4784562008616702
hT,rdr_mean,2295,2.220013705092535,2.2209353873220703,2.2192556158855234,-0.0018916228227483334,36.130940359988365,35.26389955256454,36.819630054601625,0.47833658628610093
hT,rdr_mean,2296,2.2198897132504127,2.220812222175043,2.21913097692202,-0.0018933882649524798,36.13565739896522,35.26830607229551,36.82455040806483,0.47821714320445097
hT,rdr_mean,2297,2.219765730356129,2.22068906622272,2.2190063467531806,-0.0018951543472892432,36.14037675928028,35.2727146443252,36.82947335871634,0.4780978695538849
hT,rdr_mean,2298,2.2196417564036115,2.2205659194592315,2.2188817253727104,-0.0018969210703283959,36.14509842635254,35.277125258082584,36.83439888743482,0.4779787633731522
hT,rdr_mean,2299,2.219517791386788,2.220442781878707,2.218757112774329,-0.0018986884346223342,36.14982238627425,35.28153790350423,36.83932697596057,0.47785982277354005
hT,rdr_mean,2300,2.219393835299588,2.2203196534752716,2.218632508951756,-0.0019004564407200785,36.154548625714185,35.28595257093836,36.84425760681124,0.47774104594795974
hT,rdr_mean,2301,2.219269888135939,2.2201965342430485,2.2185079138987187,-0.00190222508915777,36.15927713188817,35.2903692511797,36.849190763235406,0.47762243114757874
hT,rdr_mean,2302,2.2191459498897803,2.2200734241761646,2.2183833276089504,-0.0019039943804711643,36.16400789253916,35.29478793534942,36.85412642913034,0.477503976694447
hT,rdr_mean,2303,2.219022020555047,2.219950323268743,2.2182587500761937,-0.0019057643151806332,36.16874089585559,35.29920861489749,36.85906458907604,0.47738568099581474
hT,rdr_mean,2304,2.2188981001256773,2.219827231514912,2.2181341812941913,-0.0019075348938116694,36.173476130458994,35.303631281615,36.86400522818021,0.4772675424934497
hT,rdr_mean,2305,2.2187741885956207,2.219704148908793,2.2180096212567,-0.0019093061168668607,36.17821358540004,35.308055927558065,36.868948332061656,0.47714955968199974
hT,rdr_mean,2306,2.218650285958825,2.2195810754445224,2.2178850699574846,-0.0019110779848579191,36.182953250096865,35.312482545036126,36.8738938868874,0.47703173112738745
hT,rdr_mean,2307,2.218526392209245,2.2194580111162217,2.2177605273903076,-0.0019128504982801541,36.18769511427586,35.31691112667501,36.87884187920965,0.476914055401043
hT,rdr_mean,2308,2.218402507340838,2.2193349559180255,2.217635993548952,-0.001914623657622482,36.19243916805465,35.32134166525681,36.883792296049506,0.47679653114949866
hT,rdr_mean,2309,2.21827863134757,2.219211909844075,2.217511468427201,-0.0019163974633799304,36.19718540177657,35.325774153866355,36.88874512481989,0.4766791570356559
hT,rdr_mean,2310,2.218154764223408,2.219088872888499,2.2173869520188454,-0.0019181719160266187,36.20193380613236,35.330208585709144,36.893700353275,0.4765619317717723
hT,rdr_mean,2311,2.2180309059623275,2.21896584504544,2.217262444317687,-0.0019199470160382699,36.20668437203987,35.33464495425666,36.89865796961767,0.4764448541147743
hT,rdr_mean,2312,2.2179070565583068,2.218842826309044,2.217137945317535,-0.0019217227638862104,36.211437090673705,35.33908325309894,36.90361796227366,0.4763279228405906
hT,rdr_mean,2313,2.2177832160053357,2.218719816673457,2.2170134550122045,-0.0019234991600373594,36.216191953478436,35.34352347604757,36.908580320105585,0.4762111367771249
hT,rdr_mean,2314,2.2176593842974035,2.2185968161328273,2.216888973395524,-0.001925276204943726,36.220948952109204,35.34796561703994,36.91354503214836,0.4760944947562141
hT,rdr_mean,2315,2.217535561428504,2.2184738246813116,2.216764500461323,-0.0019270538990674327,36.22570807842848,35.35240967018635,36.91851208783385,0.47597799566779136
hT,rdr_mean,2316,2.217411747392641,2.218350842313064,2.21664003620344,-0.0019288322428561817,36.23046932453438,35.35685562973233,36.923481476756365,0.4758616383983251
hT,rdr_mean,2317,2.2172879421838254,2.2182278690222446,2.2165155806157277,-0.0019306112367507614,36.2352326826596,35.361303490105946,36.928453188858796,0.4757454218788184
hT,rdr_mean,2318,2.217164145796071,2.2181049048030244,2.2163911336920425,-0.0019323908811975689,36.239998145290166,35.365753245788184,36.933427214247175,0.47562934506091015
hT,rdr_mean,2319,2.2170403582233957,2.2179819496495656,2.2162666954262504,-0.0019341711766240712,36.24476570500904,35.3702048914845,36.93840354330561,0.47551340690869104
hT,rdr_mean,2320,2.216916579459832,2.2178590035560477,2.216142265812222,-0.0019359521234713435,36.24953535464497,35.374658421931,36.94338216663844,0.47539760643129975
hT,rdr_mean,2321,2.216792809499405,2.2177360665166432,2.21601784484384,-0.0019377337221595356,36.254307087115,35.3791138320303,36.94836307504466,0.4752819426430004
hT,rdr_mean,2322,2.21666904833616,2.217613138525538,2.2158934325149966,-0.001939515973113384,36.25908089552897,35.38357111678835,36.95334625953343,0.4751664145809716
