time_s,r=0.0cm,r=0.1cm,r=0.2cm,r=0.3cm,r=0.4cm,r=0.5cm,r=0.6cm,r=0.7cm,r=0.8cm,r=0.9cm,r=1.0cm,r=1.1cm,r=1.2cm,r=1.3cm,r=1.4cm,r=1.5cm,r=1.6cm,r=1.7cm,r=1.8cm,r=1.9cm,r=2.0cm
1665,2.5499738041827009,2.5499660384368541,2.54993717678073,2.5498673162789047,2.5497114922763173,2.5493782085204972,2.5486921592382128,2.5473352656544912,2.5447615842282922,2.5400868355200967,2.5319632349523213,2.5184642401769448,2.4970182536777918,2.4644389933464295,2.417096050941705,2.3512474330621447,2.2635175398129834,2.1514569088193247,2.0140784961597769,1.852243974861209,1.6687912097863318
1666,2.5499736110959197,2.5499657988809257,2.5499367730050064,2.5498665475409763,2.5497099910754728,2.5493753156596188,2.5486867483490729,2.5473255233525118,2.5447447801711878,2.5400591554647196,2.5319197885573508,2.5183993731627421,2.4969262665452407,2.4643152807706747,2.4169385351539225,2.3510580074159289,2.2633031217424473,2.1512296922160798,2.0138551280056611,1.8520436262755815,1.6686336235090422
1667,2.549973416803669,2.5499655578997507,2.5499363670715831,2.5498657751781959,2.5497084836780393,2.5493724124390416,2.5486813208406542,2.5473157557525634,2.5447279398844547,2.5400314270012676,2.5318762824285828,2.5183344390896374,2.4968342127083489,2.4641915127150171,2.4167809873529476,2.3508685837855574,2.263088744997976,2.1510025533499011,2.0136318613807656,1.8518433866147521,1.6684761500008236
1668,2.5499732212998953,2.5499653154865523,2.5499359589714659,2.5498649991777422,2.5497069700658188,2.5493694988341491,2.548675876682216,2.5473059628204018,2.5447110633360697,2.5400036501086141,2.5318327165657357,2.5182694379859538,2.4967420922250567,2.464067689257281,2.4166234076147735,2.3506791622155983,2.2628744095667286,2.1507754921355944,2.0134086961546438,1.8516432558945402,1.6683187891172138
1669,2.5499730245785219,2.5499650716345319,2.5499355486956317,2.5498642195267682,2.5497054502205905,2.5493665748203047,2.5486704158430089,2.5472961445218094,2.5446941504940574,2.5399758247657007,2.5317890909685787,2.5182043698799959,2.4966499051531534,2.4639438104750035,2.4164657960150571,2.3504897427504816,2.2626601154361694,2.1505485084887783,2.0131856321997037,1.8514432341288718,1.6681615407147306
1670,2.5499728266334452,2.5499648263368688,2.5499351362350353,2.5498634362124024,2.5497039241241004,2.5493636403728561,2.5486649382922875,2.5472863008225883,2.5446772013264991,2.5399479509515372,2.5317454056369333,2.5181392348000444,2.4965576515502907,2.4638198764454438,2.4163081526291319,2.3503003254345098,2.2624458625940504,2.1503216023258611,2.0129626693911096,1.851243321329789,1.6680044046508407
1671,2.5499726274585441,2.5499645795867174,2.549934721580605,2.5498626492217435,2.5497023917580712,2.5493606954671275,2.5486594439993007,2.5472764316885623,2.5446602158015215,2.5399200286451991,2.5317016605706719,2.5180740327743645,2.4964653314739764,2.4636958872455899,2.416150477532037,2.3501109103118756,2.2622316510284115,2.1500947735640104,2.0127398076066885,1.8510435175073885,1.6678473807839189
1672,2.5499724270476771,2.549964331377208,2.5499343047232457,2.5498618585418633,2.5497008531041989,2.5493577400784231,2.5486539329332922,2.5472665370855716,2.5446431938873011,2.5398920578258326,2.5316578557697205,2.5180087638312063,2.4963729449815801,2.4635718429521654,2.4159927707985092,2.3499214974266565,2.2620174807275646,2.1498680221211663,2.0125170467268663,1.8508438226699475,1.6676904689732435
1673,2.5499722253946771,2.5499640817014479,2.5499338856538345,2.5498610641598054,2.5496993081441519,2.5493547741820284,2.5486484050635028,2.5472566169794844,2.5446261355520634,2.5398640384726456,2.5316139912340496,2.517943427998798,2.4962804921303365,2.4634477436416464,2.4158350325030131,2.3497320868228377,2.2618033516800882,2.1496413479159959,2.0122943866345508,1.850644236823823,1.667533669078942
1674,2.5499720224933533,2.5499638305525245,2.5499334643632241,2.5498602660625878,2.5496977568595733,2.549351797753213,2.5486428603591684,2.5472466713361901,2.5446090407640867,2.5398359705649103,2.5315700669636807,2.517878025305349,2.4961879729773533,2.4633235893902596,2.4156772627197309,2.3495426785442985,2.2615892638748156,2.1494147508679147,2.0120718272150806,1.8504447599735805,1.6673769809619934
1675,2.5499718183374944,2.5499635779234997,2.5499330408422405,2.549859464237199,2.549696199232077,2.5493488107672211,2.5486372987895241,2.5472367001215961,2.5445919094916949,2.5398078540819662,2.5315260829586848,2.5178125557790536,2.4960953875796066,2.4631993802739944,2.4155194615225946,2.3493532726348358,2.2613752173008299,2.1491882308970482,2.0118493683561156,1.8502453921219288,1.6672204044841827
1676,2.5499716129208703,2.5499633238074115,2.5499326150816866,2.5498586586706007,2.5496946352432523,2.5493458131992797,2.5486317203237978,2.54722670330163,2.5445747417032614,2.5397796890032178,2.5314820392191777,2.5177470194480875,2.4960027359939541,2.463075116368612,2.4153616289852775,2.3491638691381604,2.2611612119474551,2.1489617879242413,2.0116270099475808,1.8500461332698104,1.6670639395080975
1677,2.5499714062372245,2.5499630681972758,2.5499321870723377,2.5498578493497255,2.5496930648746603,2.5493428050245956,2.5486261249312179,2.5472166808422436,2.5445575373672056,2.5397514753081292,2.5314379357453247,2.5176814163406136,2.4959100182771272,2.4629507977496465,2.4152037651812153,2.3489744680979032,2.2609472478042441,2.1487354218710344,2.0114047518815741,1.8498469834163853,1.6669075858970894
1678,2.5499711982802786,2.5499628110860861,2.5499317568049427,2.5498570362614807,2.5496914881078379,2.549339786218356,2.548620512581008,2.5472066327094129,2.5445402964519972,2.5397232129762286,2.5313937725373354,2.5176157464847786,2.4958172344857417,2.4628264244924138,2.4150458701836062,2.3487850695576213,2.2607333248609707,2.1485091326596653,2.0111825940523005,1.8496479425590824,1.666751343515265
1679,2.549970989043731,2.5499625524668095,2.5499313242702275,2.5498562193927459,2.5496899049242927,2.5493367567557303,2.5486148832423869,2.5471965588691288,2.5445230189261525,2.539694901987108,2.5313495495954679,2.5175500099087129,2.4957243846763002,2.4627019966720218,2.4148879440654238,2.3485956735607982,2.2605194431076314,2.1482829202130538,2.0109605363559977,1.8494490106936139,1.6665952122274621
1680,2.5499707785212586,2.5499622923323897,2.5499308894588912,2.5498553987303705,2.5496883153055059,2.5493337166118692,2.5486092368845719,2.5471864592874058,2.544505704758238,2.5396665423204201,2.5313052669200253,2.5174842066405305,2.4956314689051928,2.4625775143633728,2.4147299868994221,2.3484062801508512,2.2603056025344288,2.1480567844548002,2.01073857869086,1.8492501878140162,1.6664391918992305
1681,2.5499705667065133,2.5499620306757467,2.5499304523615995,2.5498545742611678,2.5496867192329162,2.5493306657618695,2.5486035734767234,2.5471763339301998,2.5444883539167478,2.5396381339557283,2.5312609245111712,2.5174183367081304,2.4955384872284956,2.4624529776409987,2.4145719987580492,2.3482168893711424,2.2600918031318868,2.1478307253094076,2.0105167209572392,1.8490514738750772,1.6662833020117442
1682,2.5499703535931348,2.5499617674897888,2.549930012969015,2.5498537459719581,2.5496851166879906,2.549327604180907,2.5485978929881568,2.5471661827637271,2.5444709663705702,2.5396096768731113,2.5312165223696721,2.517352400140016,2.4954454397027948,2.4623283865797454,2.414413979713832,2.3480275012649385,2.259878044890351,2.1476047427013008,2.0102949630462423,1.8488528682466938,1.6661275572127447
1683,2.5499701391747283,2.5499615027673848,2.5499295712717536,2.5498529138494974,2.5496835076521109,2.549324531844039,2.5485921953880268,2.5471560057539846,2.5444535420882954,2.539581171052252,2.5311720604957793,2.5172863969640584,2.4953523263839563,2.4622037412537643,2.4142559298388115,2.347838115875478,2.2596643278007167,2.1473788365544277,2.0100733047707471,1.8486543698590205,1.6659719557737283
1684,2.5499699234448783,2.5499612365013866,2.5499291272604068,2.549852077880526,2.549681892106658,2.5493214487263409,2.5485864806455365,2.5471458028670706,2.5444360810386755,2.5395526164730478,2.5311275388899799,2.5172203272083262,2.4952591473279533,2.4620790417371872,2.4140978492049285,2.3476487332459217,2.2594506518536477,2.1471530067817377,2.0098517458277532,1.8484559778738481,1.6658164967874116
1685,2.5499697063971518,2.5499609686846223,2.5499286809255506,2.5498512380517586,2.5496802700329777,2.5493183548028653,2.5485807487298886,2.5471355740691055,2.544418583190506,2.5395240131154564,2.531082957552802,2.517154190900877,2.4951659025906632,2.4619542881039727,2.4139397378839411,2.3474593534193398,2.2592370170383944,2.1469272532737604,2.0096302858544739,1.8482576916662641,1.6656611795733147
1686,2.5499694880250896,2.5499606993098936,2.5499282322577286,2.5498503943498814,2.5496786414123931,2.5493152500486458,2.5485749996102793,2.5471253193262293,2.544401048512634,2.5394953609594926,2.5310383164848207,2.517087988069755,2.4950725922278618,2.4618294804279026,2.4137815959474094,2.3472699764385276,2.2590234233404374,2.1467015758961243,2.0094089244745716,1.8480595107524962,1.6655060035644687
1687,2.5499692683222075,2.5499604283699853,2.5499277812474594,2.549849546761553,2.5496770062262049,2.5493121344386989,2.548569233255904,2.5471150386045998,2.5443834769739464,2.5394666599852322,2.5309936156866564,2.5170217187430031,2.4949792162952384,2.4617046187825857,2.413623423466694,2.3470806023456112,2.2588098707393605,2.1464759744938537,2.0091876613193622,1.8478614347502313,1.665350968263237
1688,2.5499690472820045,2.549960155857653,2.5499273278852344,2.5498486952734023,2.5496753644556822,2.5493090079480205,2.548563449635953,2.5471047318704034,2.5443658685433799,2.5394379101728113,2.5309488551589681,2.5169553829486486,2.4948857748483904,2.4615797032414668,2.4134652205128906,2.3468912311815155,2.2585963592077305,2.1462504488972831,2.0089664960359981,1.847663463357744,1.6651960732191746
1689,2.5499688248979502,2.549959881765627,2.549926872161524,2.5498478398720335,2.5496737160820691,2.5493058705515903,2.5485576487196182,2.547094399089838,2.5443482231899157,2.539409111502422,2.5309040349024681,2.5168889807147172,2.494792267942826,2.4614547338778068,2.4133069871567314,2.3467018629854071,2.2583828887109632,2.1460249989272442,2.0087454282897954,1.8474655963417508,1.6650413180164518
1690,2.5499686011634979,2.5499596060866203,2.5499264140667672,2.5498469805440243,2.5496720610865862,2.5493027222243643,2.5485518304760819,2.5470840402291284,2.5443305408825805,2.5393802639543179,2.5308591549179065,2.5168225120692238,2.4946986956339661,2.4613297107646908,2.4131487234684528,2.3465124977942726,2.2581694592077994,2.1457996243990389,2.0085244577641834,1.8472678335285844,1.6648867022658393
1691,2.5499683760720706,2.5499593288133156,2.5499259535913823,2.5498461172759215,2.5496703994504237,2.5492995629412847,2.5485459948745284,2.547073655254517,2.5443128215904447,2.5393513675088077,2.5308142152060826,2.5167559770401806,2.4946050579771453,2.4612046339749836,2.4129904295176421,2.3463231356426304,2.2579560706510837,2.1455743251253652,2.0083035841597008,1.847070174796787,1.6647322255992567
1692,2.5499681496170741,2.5499590499383764,2.5499254907257569,2.5498452500542439,2.5496687311547479,2.5492963926772734,2.5485401418841405,2.547063244132266,2.5442950652826255,2.5393224221462627,2.5307692157678368,2.5166893756555919,2.4945113550276079,2.4610795035813102,2.412832105373095,2.3461337765623962,2.2577427229886555,2.1453491009182852,2.0080828071925683,1.8468726200704888,1.6645778876660915
